task_name,target_label,site_name,major_category,date,onset_label,termination_label,advisory_active,advisory_event_id,advisory_event_censored,advisory_event_termination_observed,t2m,t2m_min,t2m_max,t2mdew,uv_index,cloud,precip,t2m_rolling_mean_3d,t2m_rolling_mean_7d,t2m_rolling_mean_14d,t2m_rolling_mean_21d,t2m_rolling_mean_30d,t2m_min_rolling_mean_3d,t2m_min_rolling_mean_7d,t2m_min_rolling_mean_14d,t2m_min_rolling_mean_21d,t2m_min_rolling_mean_30d,t2m_max_rolling_mean_3d,t2m_max_rolling_mean_7d,t2m_max_rolling_mean_14d,t2m_max_rolling_mean_21d,t2m_max_rolling_mean_30d,t2mdew_rolling_mean_3d,t2mdew_rolling_mean_7d,t2mdew_rolling_mean_14d,t2mdew_rolling_mean_21d,t2mdew_rolling_mean_30d,uv_index_rolling_mean_3d,uv_index_rolling_mean_7d,uv_index_rolling_mean_14d,uv_index_rolling_mean_21d,uv_index_rolling_mean_30d,cloud_rolling_mean_3d,cloud_rolling_mean_7d,cloud_rolling_mean_14d,cloud_rolling_mean_21d,cloud_rolling_mean_30d,precip_rolling_sum_3d,precip_rolling_sum_7d,precip_rolling_sum_14d,precip_rolling_sum_21d,precip_rolling_sum_30d,dry_day_count_7d,dry_day_count_14d,dry_day_count_30d,year,month,day_of_year,warm_season_flag,day_of_year_sin,day_of_year_cos,has_sample,has_shore_sample,has_center_sample,available_locations,center_chlorophyll_ugl_max,center_chlorophyll_ugl_mean,center_chlorophyll_ugl_min,center_chlorophyll_ugl_replicate_count,center_chlorophyll_ugl_std,center_dissolved_oxygen_mg_l,center_earliest_sample_time,center_latest_sample_time,center_orp_mv,center_ph,center_phycocyanin_to_chlorophyll_ratio_max,center_phycocyanin_to_chlorophyll_ratio_mean,center_phycocyanin_to_chlorophyll_ratio_min,center_phycocyanin_to_chlorophyll_ratio_replicate_count,center_phycocyanin_to_chlorophyll_ratio_std,center_phycocyanin_ugl_max,center_phycocyanin_ugl_mean,center_phycocyanin_ugl_min,center_phycocyanin_ugl_replicate_count,center_phycocyanin_ugl_std,center_sample_count,center_sample_depth_feet,center_specific_conductivity_us_cm,center_turbidity_ntu,center_water_temperature_c,center_x_coordinate,center_y_coordinate,overall_chlorophyll_ugl_max,overall_chlorophyll_ugl_mean,overall_chlorophyll_ugl_min,overall_chlorophyll_ugl_replicate_count,overall_chlorophyll_ugl_std,overall_dissolved_oxygen_mg_l,overall_earliest_sample_time,overall_latest_sample_time,overall_orp_mv,overall_ph,overall_phycocyanin_to_chlorophyll_ratio_max,overall_phycocyanin_to_chlorophyll_ratio_mean,overall_phycocyanin_to_chlorophyll_ratio_min,overall_phycocyanin_to_chlorophyll_ratio_replicate_count,overall_phycocyanin_to_chlorophyll_ratio_std,overall_phycocyanin_ugl_max,overall_phycocyanin_ugl_mean,overall_phycocyanin_ugl_min,overall_phycocyanin_ugl_replicate_count,overall_phycocyanin_ugl_std,overall_sample_count,overall_sample_depth_feet,overall_specific_conductivity_us_cm,overall_turbidity_ntu,overall_water_temperature_c,overall_x_coordinate,overall_y_coordinate,shore_chlorophyll_ugl_max,shore_chlorophyll_ugl_mean,shore_chlorophyll_ugl_min,shore_chlorophyll_ugl_replicate_count,shore_chlorophyll_ugl_std,shore_dissolved_oxygen_mg_l,shore_earliest_sample_time,shore_latest_sample_time,shore_orp_mv,shore_ph,shore_phycocyanin_to_chlorophyll_ratio_max,shore_phycocyanin_to_chlorophyll_ratio_mean,shore_phycocyanin_to_chlorophyll_ratio_min,shore_phycocyanin_to_chlorophyll_ratio_replicate_count,shore_phycocyanin_to_chlorophyll_ratio_std,shore_phycocyanin_ugl_max,shore_phycocyanin_ugl_mean,shore_phycocyanin_ugl_min,shore_phycocyanin_ugl_replicate_count,shore_phycocyanin_ugl_std,shore_sample_count,shore_sample_depth_feet,shore_specific_conductivity_us_cm,shore_turbidity_ntu,shore_water_temperature_c,shore_x_coordinate,shore_y_coordinate,days_since_last_sample,latest_overall_chlorophyll_ugl_mean,latest_overall_phycocyanin_ugl_mean,latest_overall_phycocyanin_to_chlorophyll_ratio_mean,latest_overall_sample_depth_feet,latest_overall_water_temperature_c,latest_overall_ph,latest_overall_orp_mv,latest_overall_specific_conductivity_us_cm,latest_overall_dissolved_oxygen_mg_l,latest_overall_turbidity_ntu,delta_7d_overall_chlorophyll_ugl_mean,delta_14d_overall_chlorophyll_ugl_mean,delta_7d_overall_phycocyanin_ugl_mean,delta_14d_overall_phycocyanin_ugl_mean,delta_7d_overall_phycocyanin_to_chlorophyll_ratio_mean,delta_14d_overall_phycocyanin_to_chlorophyll_ratio_mean,delta_7d_overall_sample_depth_feet,delta_14d_overall_sample_depth_feet,delta_7d_overall_water_temperature_c,delta_14d_overall_water_temperature_c,delta_7d_overall_ph,delta_14d_overall_ph,delta_7d_overall_orp_mv,delta_14d_overall_orp_mv,delta_7d_overall_specific_conductivity_us_cm,delta_14d_overall_specific_conductivity_us_cm,delta_7d_overall_dissolved_oxygen_mg_l,delta_14d_overall_dissolved_oxygen_mg_l,delta_7d_overall_turbidity_ntu,delta_14d_overall_turbidity_ntu,onset_eligible,termination_eligible
termination,0,Edgewood Lake,Category_1,2020-11-22,0,0,1,edgewood_lake_event_02,0,1,9.15,7.77,10.8,5.475,0.215,98.64,0.895,11.263333,8.723571,10.745,10.972381,11.0905,9.453333,6.619286,8.681071,9.02381,9.1775,13.295,11.576429,13.430714,13.665238,13.616,7.841667,4.576429,7.434643,7.677619,7.782,0.28,0.267143,0.295714,0.327381,0.328167,62.945,64.938571,60.794643,54.997857,64.467167,0.895,3.615,26.215,26.485,100.44,3,3,7,2020,11,327,0,-0.61153,0.791221,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2020-11-23,0,0,1,edgewood_lake_event_02,0,1,10.48,5.915,14.685,8.655,0.11,99.725,30.065,10.513333,8.657857,10.478929,11.154048,10.929667,7.723333,6.165,8.217143,9.056905,8.9665,13.375,11.508571,13.285,13.895,13.507167,7.701667,5.020714,7.221071,7.980714,7.63,0.213333,0.232857,0.271786,0.315,0.317,80.085,73.052143,67.663929,56.176429,65.349833,30.96,31.155,56.25,56.395,130.335,3,3,7,2020,11,328,0,-0.597829,0.801624,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2020-11-24,0,0,1,edgewood_lake_event_02,0,1,5.785,4.7,7.475,0.645,0.265,15.185,0,8.471667,8.347143,9.836071,11.11381,10.7605,6.128333,5.988571,7.661071,9.022381,8.796667,10.986667,11.232857,12.595,13.878095,13.337167,4.925,4.773571,6.274643,7.932381,7.446833,0.196667,0.235,0.257143,0.312143,0.309833,71.183333,65.132143,67.566786,53.567143,62.629333,30.96,30.985,56.13,56.335,130.08,4,4,8,2020,11,329,0,-0.583951,0.811789,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2020-11-25,0,0,1,edgewood_lake_event_02,0,1,9.27,4.765,12.255,5.775,0.19,99.17,0.2,8.511667,9.202857,9.314286,11.117857,10.644,5.126667,6.407143,6.949643,9.002143,8.594167,11.471667,12.2,12.188214,13.806429,13.251,5.025,5.686429,5.551786,8.046429,7.299833,0.188333,0.232143,0.243571,0.301667,0.3075,71.36,70.625,68.839286,57.524762,62.6165,30.265,31.16,50.04,56.535,128.14,4,4,8,2020,11,330,0,-0.569901,0.821713,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2020-11-26,0,0,1,edgewood_lake_event_02,0,1,12.695,10.99,14.53,12.18,0.105,98.33,15.335,9.25,10.288571,9.216429,11.037857,10.623,6.818333,7.818571,6.904643,8.900238,8.5785,11.42,12.69,12.042857,13.695714,13.220167,6.2,7.254286,5.521071,8.00619,7.407167,0.186667,0.215714,0.239286,0.286667,0.297333,70.895,71.606429,68.738214,61.020238,62.751667,15.535,46.495,54.57,71.87,142.5,3,4,8,2020,11,331,0,-0.555682,0.831395,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2020-11-27,0,0,1,edgewood_lake_event_02,0,1,11.015,9.29,13.82,9.485,0.22,69.335,0.085,10.993333,10.043571,9.199286,10.861667,10.587167,8.348333,7.559286,6.904286,8.681429,8.538833,13.535,12.600714,12.173929,13.549286,13.170167,9.146667,7.312857,5.56,7.809762,7.403333,0.171667,0.202857,0.243929,0.279524,0.299333,88.945,74.610714,66.646786,61.589762,61.750333,15.62,46.58,52.005,71.9,136.9,2,4,8,2020,11,332,0,-0.541298,0.840831,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2020-11-28,0,0,1,edgewood_lake_event_02,0,1,9.82,8.41,11.89,6.785,0.21,74.305,0.14,11.176667,9.745,9.258214,10.645476,10.553167,9.563333,7.405714,6.955,8.467143,8.486333,13.413333,12.207857,12.276786,13.29619,13.181833,9.483333,7,5.714643,7.572381,7.353,0.178333,0.187857,0.233571,0.270476,0.3005,80.656667,79.241429,69.235,62.532143,60.904833,15.56,46.72,52.14,72.04,107.09,1,4,8,2020,11,333,0,-0.526755,0.850017,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2020-11-29,0,0,1,edgewood_lake_event_02,0,1,8.985,7.455,11.12,4.315,0.265,3.4,0,9.94,9.721429,9.2225,10.40381,10.624333,8.385,7.360714,6.99,8.240952,8.5615,12.276667,12.253571,11.915,13.038333,13.200667,6.861667,6.834286,5.705357,7.234524,7.339833,0.231667,0.195,0.231071,0.262143,0.301167,49.013333,65.635714,65.287143,62.408333,57.748667,0.225,45.825,49.44,72.04,83.795,2,5,9,2020,11,334,0,-0.512055,0.858953,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2020-11-30,0,0,1,edgewood_lake_event_02,0,1,12.855,9.99,17.045,11.19,0.125,100,14.86,10.553333,10.060714,9.359286,10.339524,10.7995,8.618333,7.942857,7.053929,8.125714,8.696,13.351667,12.590714,12.049643,13.053571,13.456333,7.43,7.196429,6.108571,7.212857,7.684167,0.2,0.197143,0.215,0.246905,0.290167,59.235,65.675,69.363571,67.000952,60.412333,15,30.62,61.775,86.87,98.645,2,5,9,2020,11,335,0,-0.497204,0.867634,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2020-12-01,0,0,1,edgewood_lake_event_02,0,1,12.285,8.035,16.585,9.875,0.155,97.285,26.39,11.375,10.989286,9.668214,10.220476,10.787,8.493333,8.419286,7.203929,7.91381,8.635,14.916667,13.892143,12.5625,13.027381,13.545833,8.46,8.515,6.644286,7.021429,7.671167,0.181667,0.181429,0.208214,0.231905,0.284,66.895,77.403571,71.267857,70.845714,60.389667,41.25,57.01,87.995,113.14,113.56,1,5,9,2020,12,336,0,-0.482206,0.876058,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2020-12-02,0,0,1,edgewood_lake_event_02,0,1,6.92,6.025,7.8,2.56,0.185,88.515,0.24,10.686667,10.653571,9.928214,9.760714,10.7955,8.016667,8.599286,7.503214,7.499524,8.661833,13.81,13.255714,12.727857,12.544048,13.477167,7.875,8.055714,6.871071,6.386429,7.680167,0.155,0.180714,0.206429,0.222619,0.277833,95.266667,75.881429,73.253214,71.186667,60.841,41.49,57.05,88.21,107.09,113.645,1,5,9,2020,12,337,0,-0.467065,0.884223,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2020-12-03,0,0,1,edgewood_lake_event_02,0,1,7.625,5.615,9.77,2.79,0.26,12.29,0,8.943333,9.929286,10.108929,9.454048,10.828667,6.558333,7.831429,7.825,7.213571,8.668167,11.385,12.575714,12.632857,12.220476,13.541833,5.075,6.714286,6.984286,5.91881,7.717833,0.2,0.202857,0.209286,0.227143,0.275667,66.03,63.59,67.598214,67.022143,58.918,26.63,41.715,88.21,96.285,113.585,2,5,10,2020,12,338,0,-0.451786,0.892126,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2020-12-04,0,0,1,edgewood_lake_event_02,0,1,11.075,9.4,12.465,7.315,0.205,87.19,1.54,8.54,9.937857,9.990714,9.445476,10.891667,7.013333,7.847143,7.703214,7.218571,8.8085,10.011667,12.382143,12.491429,12.243333,13.498667,4.221667,6.404286,6.858571,5.841429,7.849,0.216667,0.200714,0.201786,0.229524,0.268833,62.665,66.140714,70.375714,66.478095,61.289,1.78,43.17,89.75,95.175,115.125,2,4,9,2020,12,339,0,-0.436373,0.899766,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2020-12-05,0,0,1,edgewood_lake_event_02,0,1,8.335,4.645,11.05,7.015,0.065,99.65,61.55,9.011667,9.725714,9.735357,9.414048,10.690333,6.553333,7.309286,7.3575,7.073095,8.525667,11.095,12.262143,12.235,12.271905,13.305167,5.706667,6.437143,6.718571,5.955476,7.648667,0.176667,0.18,0.183929,0.215714,0.257,66.376667,69.761429,74.501429,69.410476,63.779833,63.09,104.58,151.3,156.72,176.675,2,3,8,2020,12,340,0,-0.420831,0.907139,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2020-12-06,0,0,1,edgewood_lake_event_02,0,1,3.625,2.695,5.055,0.28,0.21,68.67,0.025,7.678333,8.96,9.340714,9.135,10.320667,5.58,6.629286,6.995,6.869762,8.152667,9.523333,11.395714,11.824643,11.741905,12.9105,4.87,5.860714,6.3475,5.757143,7.204333,0.16,0.172143,0.183571,0.211429,0.251667,85.17,79.085714,72.360714,69.886667,64.156333,63.115,104.605,150.43,154.045,176.645,1,3,8,2020,12,341,0,-0.405165,0.914244,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,1,Edgewood Lake,Category_1,2020-12-07,0,1,0,edgewood_lake_event_02,0,1,2.675,2.29,3.485,-0.73,0.195,82.12,0.03,4.878333,7.505714,8.783214,8.741429,9.931167,3.21,5.529286,6.736071,6.545714,7.798667,6.53,9.458571,11.024643,11.185952,12.453167,2.188333,4.157857,5.677143,5.458333,6.787667,0.156667,0.182143,0.189643,0.204048,0.244833,83.48,76.531429,71.103214,71.752857,65.0765,61.605,89.775,120.395,151.55,176.675,1,3,7,2020,12,342,0,-0.389378,0.921078,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
termination,0,Edgewood Lake,Category_1,2022-07-22,1,0,1,edgewood_lake_event_03,0,1,25.08,22.515,27.13,21.005,2.16,12.835,0.125,24.675,23.768571,22.81,22.284048,21.590333,22.396667,21.384286,20.331429,19.931667,19.2265,26.251667,25.07,24.155,23.559048,22.9955,21.166667,20.395,18.855,18.404762,17.889667,2.075,1.834286,1.9975,1.947143,1.994333,27.36,50.062857,37.198214,45.532619,42.123167,0.955,10.47,16.475,26.81,48.105,0,2,4,2022,7,203,1,-0.343367,-0.939201,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
termination,0,Edgewood Lake,Category_1,2022-07-23,0,0,1,edgewood_lake_event_03,0,1,25.255,22.405,26.82,21.12,2.115,19.9,0.245,24.946667,24.177143,23.115357,22.465714,21.8325,22.386667,21.786429,20.591786,20.015714,19.459667,26.385,25.551429,24.496429,23.796667,23.258167,21.421667,20.812857,19.216786,18.45,18.098333,2.081667,1.917143,1.988571,1.968571,1.988167,28.173333,40.56,37.469643,42.316905,42.292667,1.16,9.98,16.71,23.385,48.165,0,2,4,2022,7,204,1,-0.359472,-0.933156,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2022-07-24,0,0,1,edgewood_lake_event_03,0,1,25.155,22.52,25.91,21.82,1.99,52.8,0.135,25.163333,24.469286,23.446429,22.649762,22.065167,22.48,22.161429,20.926071,20.158571,19.6905,26.62,25.829286,24.7775,23.944048,23.449667,21.315,21.15,19.702857,18.664524,18.319,2.088333,1.932857,1.967857,1.983095,1.975667,28.511667,40.430714,40.663571,41.721429,42.4215,0.505,8.625,16.845,19.975,47.87,0,1,4,2022,7,205,1,-0.37547,-0.926834,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2022-07-25,0,0,1,edgewood_lake_event_03,0,1,24.745,23.37,25.415,22.575,1.17,90.83,2.285,25.051667,24.74,23.691071,22.831905,22.204,22.765,22.5,21.256429,20.389048,19.893,26.048333,26.015714,24.991071,24.070238,23.485,21.838333,21.299286,20.204286,18.991905,18.517833,1.758333,1.960714,1.8925,1.935952,1.939667,54.51,39.387143,46.872857,45.223333,45.314,2.665,4.335,19.13,22.26,50.105,0,0,4,2022,7,206,1,-0.391358,-0.920239,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2022-07-26,0,0,1,edgewood_lake_event_03,0,1,23.04,20.635,24.575,17.51,1.54,71.81,0.84,24.313333,24.602857,23.744643,22.922857,22.2855,22.175,22.302857,21.329643,20.453333,19.964667,25.3,25.925,25.102143,24.199524,23.544,20.635,20.932143,20.1,18.960952,18.51,1.566667,1.862857,1.840357,1.952857,1.913,71.813333,45.345714,50.939286,43.986429,47.488167,3.26,4.46,18.945,21.72,50.92,0,0,4,2022,7,207,1,-0.407129,-0.91337,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2022-07-27,0,0,1,edgewood_lake_event_03,0,1,23.02,20.19,24.475,17.37,2.09,37.8,0,23.601667,24.4,23.751071,22.97381,22.372667,21.398333,21.982143,21.298571,20.502381,20.006667,24.821667,25.647143,25.0425,24.226429,23.665,19.151667,20.505714,19.995,18.930952,18.462167,1.6,1.862143,1.827143,1.955476,1.948833,66.813333,48.251429,51.932143,42.706429,45.859,3.125,4.42,16.63,20.04,31.745,1,1,5,2022,7,208,1,-0.422781,-0.906232,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2022-07-28,0,0,1,edgewood_lake_event_03,0,1,24.14,21.015,25.04,21.095,1.79,71.265,1.335,23.4,24.347857,23.8575,23.13119,22.523333,20.613333,21.807143,21.358214,20.616667,20.127667,24.696667,25.623571,25.121786,24.391429,23.784667,18.658333,20.356429,20.067143,19.163333,18.646833,1.806667,1.836429,1.820357,1.935476,1.926167,60.291667,51.034286,52.958214,44.446905,47.514833,2.175,4.965,15.315,21.375,31.96,1,1,5,2022,7,209,1,-0.438307,-0.898825,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2022-07-29,0,0,1,edgewood_lake_event_03,0,1,24.905,22.49,25.84,20.42,1.895,68.26,1.02,24.021667,24.322857,24.045714,23.314286,22.676,21.231667,21.803571,21.593929,20.822143,20.2735,25.118333,25.439286,25.254643,24.583095,23.928833,19.628333,20.272857,20.333929,19.327619,18.774167,1.925,1.798571,1.816429,1.93119,1.916,59.108333,58.952143,54.5075,44.449524,48.483,2.355,5.86,16.33,22.335,32.965,1,1,5,2022,7,210,1,-0.453703,-0.891153,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2022-07-30,0,0,1,edgewood_lake_event_03,0,1,24.325,21.295,25.57,18.21,2.1,35.005,5.38,24.456667,24.19,24.183571,23.473571,22.796333,21.6,21.645,21.715714,20.942857,20.3755,25.483333,25.260714,25.406071,24.75119,24.029833,19.908333,19.857143,20.335,19.430238,18.845333,1.928333,1.796429,1.856786,1.924524,1.919167,58.176667,61.11,50.835,45.349762,48.276833,7.735,10.995,20.975,27.705,38.25,1,1,5,2022,7,211,1,-0.468965,-0.883217,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2022-07-31,0,0,1,edgewood_lake_event_03,0,1,23.785,20.81,24.92,17.93,1.96,40.585,0,24.338333,23.994286,24.231786,23.629048,22.877833,21.531667,21.400714,21.781071,21.084286,20.443167,25.443333,25.119286,25.474286,24.891429,24.110167,18.853333,19.301429,20.225714,19.569048,18.818333,1.985,1.792143,1.8625,1.909286,1.918,47.95,59.365,49.897857,46.897381,48.148,6.4,10.86,19.485,27.705,38.05,2,2,6,2022,7,212,1,-0.484089,-0.875019,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2022-08-01,0,0,1,edgewood_lake_event_03,0,1,22.93,20.675,24.41,20.03,1.195,84.545,3.295,23.68,23.735,24.2375,23.705714,22.9275,20.926667,21.015714,21.757857,21.17619,20.444333,24.966667,24.975714,25.495714,24.985952,24.196167,18.723333,18.937857,20.118571,19.782143,18.813667,1.751667,1.795714,1.878214,1.860238,1.902333,53.378333,58.467143,48.927143,50.737619,48.051833,8.675,11.87,16.205,31,37.675,2,2,6,2022,8,213,1,-0.499069,-0.866562,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2022-08-02,0,0,1,edgewood_lake_event_03,0,1,24.455,20.715,25.55,21.085,2.01,32.31,0.21,23.723333,23.937143,24.27,23.80881,23.033,20.733333,21.027143,21.665,21.22881,20.484167,24.96,25.115,25.52,25.106429,24.287333,19.681667,19.448571,20.190357,19.882857,18.939333,1.721667,1.862857,1.862857,1.847857,1.913167,52.48,52.824286,49.085,51.567619,46.952,3.505,11.24,15.7,30.185,34.34,2,2,6,2022,8,214,1,-0.513901,-0.857849,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Edgewood Lake,Category_1,2022-08-03,0,0,1,edgewood_lake_event_03,0,1,24.835,21.79,25.935,20.245,2.085,6.315,0.025,24.073333,24.196429,24.298214,23.899524,23.1635,21.06,21.255714,21.618929,21.284286,20.592833,25.298333,25.323571,25.485357,25.13619,24.393,20.453333,19.859286,20.1825,19.949762,19.090833,1.763333,1.862143,1.862143,1.83881,1.910667,41.056667,48.326429,48.288929,50.730238,46.586167,3.53,11.265,15.685,27.895,34.365,1,2,5,2022,8,215,1,-0.528581,-0.848883,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
